Date,Open,High,Low,Close,Volume,Ticker
13-10-09,7.89,7.98,7.8,7.8,373090,VNM
14-10-09,7.8,8.16,7.8,8.16,375850,VNM
15-10-09,8.43,8.48,8.25,8.25,646020,VNM
16-10-09,8.16,8.16,7.98,7.98,282560,VNM
19-10-09,7.89,7.98,7.89,7.89,337510,VNM
20-10-09,7.98,8.02,7.89,7.89,250520,VNM
21-10-09,7.71,7.84,7.71,7.8,502720,VNM
22-10-09,7.8,7.84,7.71,7.8,649040,VNM
23-10-09,7.8,7.84,7.71,7.75,664210,VNM
26-10-09,7.71,7.8,7.71,7.71,414370,VNM
27-10-09,7.71,7.75,7.62,7.71,643410,VNM
28-10-09,7.8,8.07,7.71,8.07,880660,VNM
29-10-09,7.89,7.98,7.75,7.89,564070,VNM
30-10-09,8.07,8.07,7.84,7.93,595340,VNM
02-11-09,7.62,7.66,7.57,7.62,545760,VNM
03-11-09,7.43,7.57,7.34,7.34,599180,VNM
04-11-09,7.25,7.53,7.25,7.39,365700,VNM
05-11-09,7.53,7.75,7.48,7.62,220610,VNM
06-11-09,7.75,7.75,7.62,7.62,321320,VNM
09-11-09,7.34,7.62,7.3,7.39,229510,VNM
10-11-09,7.48,7.53,7.34,7.48,328780,VNM
11-11-09,7.48,7.71,7.43,7.71,295090,VNM
12-11-09,7.71,7.8,7.71,7.71,232460,VNM
13-11-09,7.53,7.71,7.53,7.71,254020,VNM
16-11-09,7.8,7.8,7.62,7.62,174000,VNM
17-11-09,7.62,7.66,7.57,7.66,301350,VNM
18-11-09,7.71,7.84,7.66,7.84,582520,VNM
19-11-09,7.89,7.93,7.84,7.89,387080,VNM
20-11-09,7.89,7.93,7.84,7.89,390010,VNM
23-11-09,7.8,7.89,7.62,7.62,149040,VNM
24-11-09,7.62,7.71,7.57,7.62,209410,VNM
25-11-09,7.57,7.57,7.25,7.39,352730,VNM
26-11-09,7.03,7.07,7.03,7.03,452550,VNM
27-11-09,6.71,7.34,6.71,7.03,755480,VNM
30-11-09,7.07,7.25,7.03,7.12,234500,VNM
01-12-09,7.25,7.25,7.16,7.21,453080,VNM
02-12-09,7.16,7.21,7.03,7.16,271430,VNM
03-12-09,7.16,7.16,7.03,7.03,288200,VNM
04-12-09,7.03,7.12,6.98,7.03,273280,VNM
07-12-09,6.89,6.98,6.89,6.94,98800,VNM
08-12-09,6.85,7.03,6.8,6.89,395050,VNM
09-12-09,6.66,6.8,6.57,6.62,527930,VNM
10-12-09,6.62,6.66,6.3,6.3,923980,VNM
11-12-09,6.21,6.3,6.17,6.26,376760,VNM
14-12-09,6.26,6.35,6.26,6.3,220630,VNM
15-12-09,6.26,6.35,6.21,6.3,237800,VNM
16-12-09,6.3,6.3,6.03,6.03,339900,VNM
17-12-09,5.89,5.94,5.8,5.8,183600,VNM
18-12-09,6.07,6.07,6.03,6.07,417830,VNM
21-12-09,6.35,6.35,6.26,6.35,350320,VNM
22-12-09,6.35,6.44,6.3,6.3,371040,VNM
23-12-09,6.17,6.35,6.17,6.35,362480,VNM
24-12-09,6.3,6.35,6.26,6.35,271830,VNM
25-12-09,6.35,6.66,6.35,6.66,705200,VNM
28-12-09,6.8,6.98,6.71,6.98,371600,VNM
29-12-09,6.98,7.03,6.75,6.75,137750,VNM
30-12-09,6.71,6.85,6.71,6.8,176990,VNM
31-12-09,6.89,6.94,6.75,6.8,303560,VNM
04-01-10,6.8,7.12,6.8,7.12,522570,VNM
05-01-10,7.43,7.43,7.34,7.43,788950,VNM
06-01-10,7.25,7.53,7.25,7.48,320220,VNM
07-01-10,7.43,7.48,7.25,7.25,165310,VNM
08-01-10,7.25,7.39,7.03,7.03,391270,VNM
11-01-10,6.98,7.07,6.94,6.94,270860,VNM
12-01-10,6.8,6.89,6.71,6.71,362150,VNM
13-01-10,6.62,6.89,6.53,6.89,351930,VNM
14-01-10,6.89,6.98,6.8,6.89,175250,VNM
15-01-10,6.94,6.94,6.71,6.71,241100,VNM
18-01-10,6.53,6.57,6.44,6.44,264810,VNM
19-01-10,6.48,6.75,6.48,6.75,281670,VNM
20-01-10,6.75,7.07,6.75,7.07,606070,VNM
21-01-10,6.94,7.07,6.89,6.89,547510,VNM
22-01-10,6.89,6.98,6.85,6.89,259390,VNM
25-01-10,6.94,7.07,6.89,7.07,254610,VNM
26-01-10,7.16,7.39,7.16,7.39,620490,VNM
27-01-10,7.12,7.3,7.07,7.07,560860,VNM
28-01-10,7.16,7.16,7.03,7.07,163980,VNM
29-01-10,7.12,7.16,7.03,7.03,337550,VNM
01-02-10,7.03,7.34,7.03,7.34,258050,VNM
02-02-10,7.43,7.48,7.25,7.43,713690,VNM
03-02-10,7.53,7.8,7.48,7.8,1539620,VNM
04-02-10,7.89,8.16,7.84,8.07,1188140,VNM
05-02-10,7.89,7.93,7.71,7.71,551100,VNM
08-02-10,7.53,7.75,7.53,7.71,246070,VNM
09-02-10,7.66,7.71,7.34,7.34,1991740,VNM
10-02-10,7.53,7.71,7.53,7.71,615590,VNM
11-02-10,7.84,8.07,7.8,8.07,1382690,VNM
12-02-10,8.07,8.25,8.07,8.21,1058090,VNM
22-02-10,8.16,8.16,7.98,8.11,640640,VNM
23-02-10,8.07,8.07,7.84,7.84,542830,VNM
24-02-10,7.84,7.98,7.84,7.93,435280,VNM
25-02-10,8.12,8.12,8.02,8.07,591140,VNM
26-02-10,8.07,8.12,7.8,7.8,964030,VNM
01-03-10,7.98,7.98,7.8,7.8,314070,VNM
02-03-10,7.93,7.93,7.75,7.75,371080,VNM
03-03-10,7.93,7.98,7.84,7.93,182040,VNM
04-03-10,8.12,8.21,8.02,8.02,423030,VNM
05-03-10,8.16,8.16,7.98,8.07,257150,VNM
08-03-10,8.39,8.39,8.12,8.16,328580,VNM
09-03-10,8.21,8.53,8.21,8.39,1059570,VNM
10-03-10,8.25,8.39,8.21,8.21,142590,VNM
11-03-10,8.21,8.25,8.12,8.16,114560,VNM
12-03-10,8.16,8.21,8.12,8.16,104640,VNM
15-03-10,8.35,8.35,8.16,8.16,200590,VNM
16-03-10,8.12,8.21,8.02,8.02,123000,VNM
17-03-10,8.02,8.12,8.02,8.02,83710,VNM
18-03-10,8.02,8.07,7.98,8.07,66490,VNM
19-03-10,8.07,8.12,7.98,7.98,46770,VNM
22-03-10,7.93,8.07,7.93,7.93,54750,VNM
23-03-10,7.93,7.98,7.84,7.84,76950,VNM
24-03-10,7.89,7.93,7.89,7.89,70370,VNM
25-03-10,7.8,7.89,7.8,7.89,70870,VNM
26-03-10,7.84,7.89,7.8,7.84,130230,VNM
29-03-10,8.02,8.02,7.84,7.89,143530,VNM
30-03-10,7.8,7.89,7.7,7.75,158730,VNM
31-03-10,7.89,7.89,7.8,7.8,118610,VNM
01-04-10,7.93,7.93,7.84,7.84,187970,VNM
02-04-10,7.98,7.98,7.89,7.93,106910,VNM
05-04-10,7.98,8.07,7.98,8.02,103910,VNM
06-04-10,8.02,8.02,7.93,7.98,218490,VNM
07-04-10,8.07,8.07,7.89,7.93,234320,VNM
08-04-10,7.98,8.07,7.98,8.03,214670,VNM
09-04-10,8.03,8.07,8.03,8.03,162060,VNM
12-04-10,8.35,8.35,8.17,8.17,250280,VNM
13-04-10,8.26,8.3,8.17,8.17,391070,VNM
14-04-10,8.26,8.26,8.12,8.17,206310,VNM
15-04-10,8.26,8.26,8.17,8.26,158020,VNM
16-04-10,8.21,8.26,8.17,8.21,96740,VNM
19-04-10,8.26,8.26,8.21,8.21,240970,VNM
20-04-10,8.26,8.26,8.17,8.21,162870,VNM
21-04-10,8.21,8.26,8.12,8.17,119140,VNM
22-04-10,8.21,8.26,8.17,8.17,117050,VNM
26-04-10,8.26,8.3,8.21,8.3,260840,VNM
27-04-10,8.4,8.68,8.35,8.63,676730,VNM
28-04-10,8.81,8.81,8.68,8.72,398620,VNM
29-04-10,8.63,8.77,8.63,8.72,251870,VNM
04-05-10,8.72,8.72,8.63,8.63,177180,VNM
05-05-10,8.54,8.63,8.49,8.58,219490,VNM
06-05-10,8.63,8.63,8.54,8.58,209680,VNM
07-05-10,8.44,8.49,8.35,8.49,283240,VNM
10-05-10,8.49,8.54,8.35,8.4,221640,VNM
11-05-10,8.44,8.54,8.44,8.54,118430,VNM
12-05-10,8.44,8.54,8.44,8.44,198420,VNM
13-05-10,8.54,8.54,8.44,8.49,57080,VNM
14-05-10,8.58,8.58,8.49,8.54,117740,VNM
17-05-10,8.54,8.54,8.44,8.44,106480,VNM
18-05-10,8.44,8.49,8.4,8.44,79010,VNM
19-05-10,8.44,8.44,8.26,8.3,241580,VNM
20-05-10,8.26,8.35,8.21,8.35,272360,VNM
21-05-10,8.07,8.3,8.07,8.12,214660,VNM
24-05-10,8.26,8.26,8.12,8.21,162620,VNM
25-05-10,8.3,8.3,8.21,8.26,70580,VNM
26-05-10,8.3,8.3,8.26,8.3,88640,VNM
27-05-10,8.35,8.35,8.26,8.26,51500,VNM
28-05-10,8.44,8.44,8.3,8.35,130340,VNM
31-05-10,8.4,8.4,8.21,8.21,58970,VNM
01-06-10,8.26,8.26,8.21,8.26,82740,VNM
02-06-10,8.26,8.26,8.21,8.21,223120,VNM
03-06-10,8.35,8.4,8.3,8.3,128860,VNM
04-06-10,8.44,8.44,8.3,8.35,103320,VNM
07-06-10,8.21,8.26,8.12,8.17,270460,VNM
08-06-10,8.26,8.26,8.17,8.17,73450,VNM
09-06-10,8.35,8.35,8.26,8.3,76840,VNM
10-06-10,8.35,8.35,8.26,8.35,43820,VNM
11-06-10,8.49,8.49,8.3,8.35,208230,VNM
14-06-10,8.4,8.4,8.3,8.35,51320,VNM
15-06-10,8.3,8.35,8.3,8.3,46660,VNM
16-06-10,8.35,8.35,8.3,8.35,42730,VNM
17-06-10,8.35,8.35,8.3,8.3,44250,VNM
18-06-10,8.3,8.35,8.3,8.3,43680,VNM
21-06-10,8.35,8.35,8.3,8.3,72460,VNM
22-06-10,8.35,8.35,8.26,8.3,61680,VNM
23-06-10,8.35,8.44,8.26,8.4,136740,VNM
24-06-10,8.35,8.44,8.35,8.44,95000,VNM
25-06-10,8.35,8.44,8.35,8.44,65690,VNM
28-06-10,8.44,8.44,8.35,8.4,120260,VNM
29-06-10,8.44,8.44,8.35,8.4,56160,VNM
30-06-10,8.4,8.4,8.3,8.35,106670,VNM
01-07-10,8.4,8.44,8.35,8.44,125970,VNM
02-07-10,8.49,8.49,8.4,8.49,103090,VNM
05-07-10,8.49,8.49,8.44,8.44,47090,VNM
06-07-10,8.49,8.49,8.44,8.44,90400,VNM
07-07-10,8.4,8.49,8.4,8.44,43750,VNM
08-07-10,8.49,8.49,8.44,8.44,76850,VNM
09-07-10,8.44,8.49,8.44,8.44,70390,VNM
12-07-10,8.44,8.49,8.4,8.49,38490,VNM
13-07-10,8.54,8.54,8.44,8.54,61150,VNM
14-07-10,8.58,8.58,8.54,8.54,100580,VNM
15-07-10,8.54,8.58,8.49,8.54,48800,VNM
16-07-10,8.58,8.58,8.49,8.58,39150,VNM
19-07-10,8.58,8.63,8.54,8.58,62020,VNM
20-07-10,8.68,8.72,8.63,8.63,127800,VNM
21-07-10,8.68,8.72,8.63,8.68,77860,VNM
22-07-10,8.63,8.63,8.58,8.58,34060,VNM
23-07-10,8.58,8.58,8.54,8.54,39200,VNM
26-07-10,8.58,8.63,8.54,8.54,77420,VNM
27-07-10,8.54,8.58,8.49,8.54,56320,VNM
28-07-10,8.58,8.58,8.4,8.49,159210,VNM
29-07-10,8.49,8.54,8.44,8.49,45050,VNM
30-07-10,8.49,8.49,8.44,8.49,53050,VNM
02-08-10,8.49,8.49,8.4,8.44,70110,VNM
03-08-10,8.44,8.49,8.44,8.49,95750,VNM
04-08-10,8.54,8.54,8.44,8.49,103130,VNM
05-08-10,8.49,8.54,8.49,8.54,67940,VNM
06-08-10,8.54,8.54,8.49,8.49,64800,VNM
09-08-10,8.58,8.58,8.44,8.44,93970,VNM
10-08-10,8.54,8.54,8.4,8.44,147420,VNM
11-08-10,8.44,8.49,8.4,8.49,64660,VNM
12-08-10,8.44,8.44,8.35,8.35,156750,VNM
13-08-10,8.4,8.59,8.35,8.59,232020,VNM
16-08-10,8.64,8.69,8.59,8.69,29170,VNM
17-08-10,8.59,8.64,8.54,8.59,50450,VNM
18-08-10,8.59,8.59,8.49,8.49,34750,VNM
19-08-10,8.59,8.59,8.49,8.49,32560,VNM
20-08-10,8.49,8.54,8.45,8.54,13660,VNM
23-08-10,8.54,8.54,8.45,8.49,7880,VNM
24-08-10,8.35,8.45,8.3,8.35,46050,VNM
25-08-10,8.3,8.3,8.11,8.3,74930,VNM
26-08-10,8.3,8.3,8.21,8.3,45190,VNM
27-08-10,8.3,8.35,8.25,8.35,20430,VNM
30-08-10,8.54,8.54,8.35,8.49,22350,VNM
31-08-10,8.54,8.54,8.45,8.54,70430,VNM
01-09-10,8.54,8.54,8.4,8.49,27940,VNM
06-09-10,8.54,8.54,8.45,8.49,33920,VNM
07-09-10,8.49,8.54,8.45,8.45,37150,VNM
08-09-10,8.49,8.49,8.4,8.45,43550,VNM
09-09-10,8.45,8.54,8.45,8.49,21730,VNM
10-09-10,8.49,8.54,8.45,8.49,83710,VNM
13-09-10,8.49,8.49,8.4,8.49,10820,VNM
14-09-10,8.49,8.49,8.45,8.49,36520,VNM
15-09-10,8.54,8.54,8.45,8.49,21860,VNM
16-09-10,8.54,8.54,8.45,8.49,44870,VNM
17-09-10,8.45,8.54,8.45,8.54,39810,VNM
20-09-10,8.64,8.64,8.54,8.54,48980,VNM
21-09-10,8.54,8.59,8.49,8.54,39230,VNM
22-09-10,8.54,8.54,8.49,8.54,23130,VNM
23-09-10,8.54,8.54,8.49,8.49,55410,VNM
24-09-10,8.59,8.59,8.4,8.45,38170,VNM
27-09-10,8.45,8.49,8.45,8.49,33560,VNM
28-09-10,8.45,8.49,8.45,8.49,16570,VNM
29-09-10,8.49,8.54,8.45,8.49,34830,VNM
30-09-10,8.49,8.49,8.45,8.49,21220,VNM
01-10-10,8.4,8.49,8.4,8.49,8270,VNM
04-10-10,8.49,8.49,8.4,8.4,38230,VNM
05-10-10,8.35,8.4,8.3,8.35,19720,VNM
06-10-10,8.45,8.45,8.35,8.45,35350,VNM
07-10-10,8.45,8.49,8.35,8.4,23270,VNM
08-10-10,8.45,8.49,8.35,8.45,16050,VNM
11-10-10,8.4,8.54,8.4,8.49,24700,VNM
12-10-10,8.49,8.49,8.45,8.49,21200,VNM
13-10-10,8.49,8.54,8.45,8.49,28790,VNM
14-10-10,8.49,8.54,8.49,8.54,15340,VNM
15-10-10,8.49,8.54,8.49,8.49,83480,VNM
18-10-10,8.49,8.54,8.45,8.49,15240,VNM
19-10-10,8.49,8.49,8.4,8.45,91510,VNM
20-10-10,8.35,8.4,8.25,8.35,105630,VNM
21-10-10,8.49,8.49,8.35,8.4,48370,VNM
22-10-10,8.45,8.49,8.35,8.4,43050,VNM
25-10-10,8.3,8.45,8.3,8.4,31540,VNM
26-10-10,8.45,8.45,8.35,8.4,33970,VNM
27-10-10,8.4,8.4,8.3,8.3,47890,VNM
28-10-10,8.3,8.35,8.3,8.35,10870,VNM
29-10-10,8.35,8.35,8.3,8.35,48760,VNM
01-11-10,8.35,8.35,8.3,8.3,27100,VNM
02-11-10,8.35,8.35,8.25,8.3,38740,VNM
03-11-10,8.25,8.3,8.21,8.3,50860,VNM
04-11-10,8.35,8.35,8.25,8.3,79540,VNM
05-11-10,8.3,8.35,8.3,8.3,61840,VNM
08-11-10,8.3,8.3,8.25,8.25,75230,VNM
09-11-10,8.25,8.25,8.16,8.21,65590,VNM
10-11-10,8.16,8.25,8.16,8.21,33400,VNM
11-11-10,8.11,8.21,8.11,8.16,33700,VNM
12-11-10,8.16,8.16,8.01,8.06,54830,VNM
15-11-10,8.06,8.11,7.97,8.01,58350,VNM
16-11-10,7.97,8.01,7.87,7.92,66320,VNM
17-11-10,7.92,8.06,7.92,8.01,45640,VNM
18-11-10,8.01,8.11,8.01,8.11,29250,VNM
19-11-10,8.16,8.16,8.01,8.06,47790,VNM
22-11-10,8.11,8.11,7.87,8.06,33400,VNM
23-11-10,7.97,8.11,7.97,8.06,15310,VNM
24-11-10,8.16,8.16,8.01,8.11,10280,VNM
25-11-10,8.06,8.16,8.01,8.11,7930,VNM
26-11-10,8.11,8.11,8.01,8.11,12010,VNM
29-11-10,8.11,8.11,7.97,8.11,22740,VNM
30-11-10,8.01,8.21,8.01,8.11,31830,VNM
01-12-10,8.11,8.16,8.06,8.06,24450,VNM
02-12-10,8.06,8.11,8.01,8.11,28410,VNM
03-12-10,8.16,8.21,8.11,8.16,52800,VNM
06-12-10,8.16,8.21,8.11,8.11,35070,VNM
07-12-10,8.06,8.11,8.01,8.11,32490,VNM
08-12-10,8.11,8.16,8.06,8.06,30360,VNM
09-12-10,8.06,8.21,8.06,8.21,45780,VNM
10-12-10,8.25,8.25,8.21,8.25,39800,VNM
13-12-10,8.45,8.45,8.35,8.45,52730,VNM
14-12-10,8.45,8.45,8.16,8.35,39360,VNM
15-12-10,8.35,8.35,8.25,8.3,17900,VNM
16-12-10,8.16,8.3,8.16,8.25,21920,VNM
17-12-10,8.25,8.25,8.16,8.16,59800,VNM
20-12-10,8.3,8.3,8.16,8.21,28330,VNM
21-12-10,8.11,8.3,8.11,8.3,56180,VNM
22-12-10,8.35,8.35,8.16,8.25,16810,VNM
23-12-10,8.3,8.3,8.16,8.21,15090,VNM
24-12-10,8.3,8.3,8.16,8.16,27000,VNM
27-12-10,8.25,8.25,8.16,8.21,15330,VNM
28-12-10,8.21,8.25,8.16,8.16,36050,VNM
29-12-10,8.25,8.25,8.16,8.25,11030,VNM
30-12-10,8.25,8.25,8.16,8.25,5290,VNM
31-12-10,8.25,8.25,8.21,8.25,31120,VNM
04-01-11,8.25,8.25,8.16,8.21,26910,VNM
05-01-11,8.21,8.21,8.11,8.16,12590,VNM
06-01-11,8.16,8.21,8.11,8.16,47110,VNM
07-01-11,8.21,8.21,8.16,8.16,13580,VNM
10-01-11,8.25,8.25,8.16,8.21,27120,VNM
11-01-11,8.21,8.25,8.11,8.21,16560,VNM
12-01-11,8.25,8.25,8.16,8.21,11280,VNM
13-01-11,8.25,8.25,8.21,8.21,45060,VNM
14-01-11,8.25,8.25,8.21,8.25,17220,VNM
17-01-11,8.25,8.3,8.21,8.21,37620,VNM
18-01-11,8.25,8.25,8.21,8.21,22280,VNM
19-01-11,8.21,8.25,8.16,8.21,36620,VNM
20-01-11,8.16,8.59,8.16,8.59,237610,VNM
21-01-11,8.97,8.97,8.97,8.97,332480,VNM
24-01-11,9.41,9.41,9.17,9.41,713730,VNM
25-01-11,9.36,9.36,9.21,9.21,192590,VNM
26-01-11,9.02,9.02,8.88,8.88,232080,VNM
27-01-11,8.93,8.93,8.78,8.88,117530,VNM
28-01-11,8.88,9.02,8.88,8.97,73970,VNM
08-02-11,9.07,9.07,8.88,8.97,95990,VNM
09-02-11,8.97,8.97,8.78,8.78,162810,VNM
10-02-11,8.78,8.83,8.69,8.78,132900,VNM
11-02-11,8.88,8.88,8.83,8.88,35170,VNM
14-02-11,8.83,8.93,8.78,8.78,53010,VNM
15-02-11,8.83,8.88,8.73,8.83,56040,VNM
16-02-11,8.83,8.88,8.83,8.83,46710,VNM
17-02-11,8.78,8.83,8.73,8.78,53440,VNM
18-02-11,8.73,8.78,8.64,8.64,130160,VNM
21-02-11,8.64,8.64,8.3,8.35,183670,VNM
22-02-11,8.3,8.45,8.16,8.3,128830,VNM
23-02-11,8.4,8.49,8.4,8.4,69450,VNM
24-02-11,8.25,8.4,8.16,8.35,181070,VNM
25-02-11,8.4,8.54,8.35,8.49,29460,VNM
28-02-11,8.45,8.54,8.45,8.49,48160,VNM
01-03-11,8.49,8.49,8.45,8.49,33310,VNM
02-03-11,8.49,8.49,8.3,8.35,54630,VNM
03-03-11,8.3,8.4,8.3,8.4,35200,VNM
